name,reviews.rating,cleaned_text
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used jar many year recently switched tube amazing product tend switch back forth
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,keep nightstand use every night bed never greasy strong odor best lip balm
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy every fall time get dry chapped lip fall winter work well clear right
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex original jar since kid mom always purse get job done
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,dry lip using great use often keep lip better condition lip salve used
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using type carmex year absolutely best keeping lip protected moisturized
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,hospital lip cracked dry carmex saved time period would painful
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use many year really work dry lip light burn skin sometime
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,several jar home purse orks better anything else tried dry lip love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,mycarmex wherever go beach bag purse pocket always hand keep lip moist chap free
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,best product around love every winter stack itits first ive tried thats greasy
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex lip balm jar best class lip therapy give immediate result carmex even come close
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex year tried different brand lip money best
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love jar tube easier dispense doesnt get lid melt cant removed easily
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using year lip ointment moisturizes lip keep getting chapped love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,nothing better market carmex thing work severely chapped lip best
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always used recommended carmax dont come close price convenience would still love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used product plus year family never leave home without carmex great use year round
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,careful lip product use lip get extra dry weather ill carmex go lip care
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,absoloutley amazing work well awfully sore lip get work instant
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought original carmex two week ago short time daily use lip feel soft hint dryness love product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always go back carmex original lip balm jar little jar fit perfectly purse never failed soothe dry chapped lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,like carmex design awkward put pocket keep finger clean using functional
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,love carmex take care lip allergy season nose sore chapped soothes
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,long time fan really work would tell anyone nheed great feeling lip also work great lipstick
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used product year love way jar shaped chap stick make lip feel also love smell
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,little jar everywhere bedside standin pursecar bag travel applies easily work
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love jar carmex work great long lasting dont think ive ever finished jar end losing first
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmen daily work fresh seafood going freezer refrigeration damage lip apply carmex problem solved
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex long time favorite lip balm use form especially like original jar
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using carmex since ive little girl one use
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought week ago happpy hope people enjoy much
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy carmex time carmex best product ive found keep mine grandkids lip chapped winter time
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,one people looking high low perfect soft lip look longer make lip perfectly kissable
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great thing jar keep car summer even melt stay jar still use
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love love love stuff cant without thing found work well chapped lip keep soft
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always loved pot carmex besides loving product forget take pocket wash dry perfectly
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using jar carmex long remember always keep lip soft heals cracked
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought live southwest desert lip get really dry work really great keeping lip drying
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,everyone house us product go lot especially winter great helping cracked lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,original still around best use keep lip soft protect wrinkling like lip night cream
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,dont buy much product use finger always clean
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,always use carmex specially cold weather season great lip like keep lip moist healthy
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product container carmex purchase type lip problem product work like magic
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,couldnt live without product keep mouth lip cracking corner use two three time day
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always go lip balm whole family especially cold winter month long lasting
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,used carmex jar year swear dry chapped lip instantly moist le flaky use carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,one lip balm jar night standand put lip every nightits lip balm buy love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought week agoi couldnt believe much better lip improved night always carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmax year compact easy carry around live northwest work wonder chapped lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex split lip cold dry air love stuff heals soon use
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,used use younger daysbut lost alot cause lump im pocket go forgot tube rule
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,faithful carmex user year first sign dry cracked lip application carmex clear overnight
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using product year always go gloss keep lip moisturized soft ill use forever
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex soothes heals chapped lip protects lip riding motorcycle great product great packaging
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,ive always fan carmen however horrible moment accidentally lick lip something also always dreaded
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex year cant go day without normally buy box never run love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,wear matter season great specially im sick breather mouth stay night
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought little kid everytime use take back old day always perfect
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,grew using never get old love multiuse cold sore chapped lip make lip feel soft smooth
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used product since daughter allergic sunscreen whole family hooked still use
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought year ago love mosturizes lip well even took labor delivery room help dry lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought carmex week ago stay pocket hand time used carmex year continue
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used original carmex since let say im grandma still little jar carmex pocket right
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using product tube year love compliment get lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive used carmex lipbalm since elementary school product work
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,tried carmex first time love really help protect lip make feel good wait long try
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex since kid work perfect remedy preventing treating dry lip carmex must
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy carmex lip balm time leaf lip soft smooth never let take everywhere especially beach
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using product year apply nightly never problem dry chapped lip product use
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,every member family jar band geek lip smacking moma dashing dad kicking kristy happy smile time
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,original carmex unsurpassed healing dry chapped lip even fix lip damaged dried bee wax product competitor
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex everything protecting lip healing lip sealing small blemish applying coverup cant beat
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,like way carmex silky smooth sort menthol fragrance heal protect st choice chap stick
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought couple month ago let tell youit work wonder absolutely love product lip love
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,last fall wind chapped dry lip bought carmex original problem gone bad taste work invisibly
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love product winter weather dry lip dont stand chance carmex keep lip soft moisturized year round
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love little tin make putting carmex easy drop pocket go help keep lip comfortable coated
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using original carmex jar forever keep lip soft moist ive never cold sore thanks continuous use
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always hand best carmex original lip balm jar great dry lip also great cooler winter month
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex year like product time favorite use every night keep lip moist overnight
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,year suffered flaky lip drove mad nothing worked worked worked every day since lip sanity saved
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex original jar year couldnt get winter without instantly soothes heals dry lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always purchase carmex original lip balm jar convenient carry use balm work wonder lip star
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using product year love still remains true originalnever changing always dependable
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product use everyday part daily routine always really bad chapped lip carmex lipsaver
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought jar couple month ago use lip balm every day glide smooth make lip feel great love carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,purchased product year ago suffered sold sore used ever since work great symptom cause
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using carmex yr still always keep jar purse tried true lip ointment keep lip super soft
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buying product year help alot wehn dry chapped lip never stop buying one time
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,wear lipstick time end dry lip carmex jar work well lipstick make lip comfortable
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,keep car bed every bathroom purse kitchen sink staple home even bread milk
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought product year ago used lot year carmex go always stand carmex percentit work great
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,stuff best winter dry chapped lip also good sunburned lip summer scrape bottom jar every time
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip always feel dry cracked summer winter carmex original lip palm make feel moisturize use love carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,go winter great coverage chapped lip there something little container unscrewing lid get
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using stuff since teenager thing kick cold sore butt timely manner plus give much relief period
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive used carmex since came moisturize heals well winter month little pot everywhere
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,grew product original carmex never anything market life standard wont use anything else
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used several year keep lip soft plus love fragrance handy small jar plus keep end table easy access
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,ive used alot carmex brand one far bestit favorite kid favorite im
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,switch product year ago change work better product market pleased found
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love product help clap lip clear cold sore quicker anything else love tingle first applied
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,easy container lip balm easily find purse know wont make mess carmex lip balm work fantastically keep lip smooth
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love well product work using one day wake next morning chapped lip love product work well
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,st time used carmax fell love restored beauty lip longer use lip gloss never leave home without
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,boyfriend buy time lip get chapped winter carmex thing work help heal chapped lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmax jar since lip product came gone carmax lip product work chapped lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,best product keeping lip moisturized im happy carmex particular product better carmex format
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,fall chapped lip carmex really stop make fall much better season enjoy without worrying chapped lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,bought recently temporary job although feel like bit messy wipe finger afterward temp lip fix
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,title say simply best heal cracked lip get winter well moisturize never use anything else
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,purchased beginning summer used summer long help sooth lip heals sun best product ever used
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used product long remember always goto carry one purse one car always around house
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used make chapped lip softer used lipstick many us keep around regular necessity house
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy carmex every chance caneven dont need keep lip smooth peel freein az alaska wow call nature cure
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using lip balm many year absolutely love help keep lip soft healthy best stuff
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bruh put itlll last two hour guaranteed amazing
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using miracle jar many year best thing rich formula nourishing propriety work season
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love finally something put tiny th jean pocket used think useless lip look great
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,absolutely love carmex jar must time like visa card dont leave home without
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used clear split lip dry weather idaho carmex easy carry whereever go love product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always little jar carmex ever go classic staple keep dry chapped lip moisturized soft
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy item every year winter month start classic reminds childhood keep great work carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmen lip balm jar love way lip feel every time use buy carmex least every month use daily
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,although like jar lot hard get lip without greasing finger also seems like could manifest germ
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,best thing awful lip need moisturemy little jar doesnt take much roomcarry pursestick pocket handy
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex standard others attempt achieve better product lip cuticle thankful new large container
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,classic carmex jar classic work best cold weather chapped lip dont share friend
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using carmex since remember great product great chapped lip even better make lip glossy love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex several year brand use suffered chapped lip brand seems help alot
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex original jar kind lip healerprotection ever purchased work better ever tried
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,really sensituve lip thus product fantastic reaction last long time needing reapply
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use buy time amazing friend asked ill take hand problem trouble
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using year always helpful lip healthy sore lip carmex answer heal
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,original carmex best companion yr tried others carmex effective longer lasting always come back carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,work every time dry cracked lip several keep around house case need gave one hubby cause work outside year round
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip balm jar car night stand purse use daily basis would certainly hate run wonderful stuff smell god
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmax always help lip dry feel like im irritate constantly licking awesome winter well
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love product leave lip soft moisturize day long used amazing product year still amazing love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex since around year age use every night bed time especaiily like soft lip morning ask husband
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product know stop burning sooth greasy stay long period time highly recommend product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,last long time like little jar tried tube always come back jar dont get wrong product great job
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,couldnt without product use every single day keep chapped lip bay happen get chapped lip upping mu carmex usage trick
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love product using year prefer chap stick kind soothing chap stick kind doesnt remove top lip layer great product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using since used real glass jar love carmex best product lip even minor cut burn wouldnt leave house
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using product long remembermy mom used buy buy kid best thing chapped winter lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex year thing used winter keep lip drying also inexpensive product work wonderfully
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always used product many year parent always used well love everything every product love cherry
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought last winter chapped lip one application bedtime healing incredible use bedtime prevent chapped lip yearround
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex year used nothing carmex store go ride another find best lip balm ever
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex year year year moistens lip well keep cold sore away used sore heal quickly
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,best lip product ive ever used ive trumpet player year thing consistently keep lip great playing condition
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought carmex original two week ago work great helped heal chapped lip matter hour love would recommend anyone
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex long without lip dont get dry reapply carmex day long safely say im addicted awesome
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex year thing help chapped lip fever blister ive tried product always come back best
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,regular consumer outdoors wind sun take toll myt lip ask girl firm believer thats enough
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,carmex jar handy convenient carry around ointment protects lip chapped lip thereby giving lip serious protection
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought last resort lip cracking terribly transition colder weather product worked lasted
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought son christmas stocking past year become first choice go lip protection healing chapped lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought six month ago original carmex lip balm last forever great never problem cracked chapped lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,bought lip balm month ago happy started using turned white lip smell outrageously wonderful
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought last month moment used felt soothing relief love product healed lip le day excellent lip balm
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,cant live product jar every room house dont get find one dry chapped lip best
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex lip balm jar many year mom deceased one originally told used many year
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,went specialty makeup party lady said carmex best lip product market already used totally agree
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using year started hugh school thing signature smell always take back good memory
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy product time love iti diabetic lip stayed dry started using product stay moist time
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,new one go quick love easy get espcislly youre last bit
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip balm smooth doesnt weird taste moisturizes well dont use lip sore wonderful clear lip gloss
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using little pot amazing lip care since teenager use winter summer especially keep lip soft protected
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex year favorite product lip care tried numerous lip care product keep going back carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,small child mom used brand jar reminds childhood whenever use product love carmex brand lip balm
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great lip nothing else seems work put night next morning lip long dry
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex original many many year outstanding result never purchase anything carex wouldnt way
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love lip protected winter dont crack get chapped product keep rest face protected
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy carmex every time run use winter heal chapped lip quickly soft using thank carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use home convenient truly work great keep lip soft lovely get ready wind cold use regularly
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex wonder balm heal chapped lip quickly expensive job meant cant always say product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used anything carmex since first started using soothing stay longer product waxy great product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love size fit pocket love carmex lip healing carmex jar empty clean use tiny item purse
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using lip fifteen year ive never cold sore since using lip soft well work
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,whenever temp drop autumn winter always stock stuff keep around keep lip soft free cold weather damage
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always woke dry lip primarliy due medicine take since use carmex bedtime early morning longer problem
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive buying since kid worked still smell great keep lip soft wear without lipstick
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,son always struggled dry winter month since tried carmex lip balm jar problem dry cracked lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,husband using product year work outside element blistering heat freezing cold swears product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive tried lip product carmex without doubt vote easy open jar perfect go carmex never far reach
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,really like lip balm bad habit always lick lip always put thick layer lip head bed keep moist
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,grown using product household must always hand wether nightstand bathroom cabinet love
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,keep purse time use year round believe help keep lip moist area directly around lip getting wrinkle
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmen least year best healing chapped lip also good keep lip soft supple even chapped
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using jar carmex year tried expensive brand everything inbetween nothing compare always jar hand
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using original jar year love purchased brand past nothing compare product work great
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex little jar ever since came real glass jar go dry cracked lip fix day buy new jar transfer product old trusty glass jar
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex almost life always loved product best moisturizing healing chapped andor cracked lip actually say
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using stuff year honestly nothing work better lip get dry come close bleeding carmex moisturizes keep super soft even harsh winter
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex protects lip keep smooth heals spring summer fall winter protects lip wind burn summer heals capped lip winter always keep carmex hand
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,balm bomb im med leave lip chapped alot use nite prevent cracking heal overnite also
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buying carmex jar year lol yes old tried new fad came went always go back carmex brand know trust rely
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,work lot element time jar next bed time love way protects moisturizes lip dont know
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex yr original jar still choice easy use right amount total lip protection best product market overall lip health
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,back carmex jar used love easy open top nice small purse pocket father use jar day love love love price right
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using since year old almost still using love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using carmex year thing work keep lip soft get chapped first product reach know work work fast
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,handy carry time product remains clean easy use balm always worked wonder clean taste long lasting make easy kiss honey road
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,work best lip product love ride harley always use help protect lip wind love size cause fit easily small pocketbook
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,mother always carried purse using carmex since remember sence home family created see smell use carmex original lip balm jar great product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex since kid love work great im almost havent found anything like work better carmex completely satisfied product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,seriously lip balm used since kid always least one purse especially winter lip dont crack feel nice smooth
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,work fast pace environment run around greeting guest help feel welcome pause short ahah moment pull carmex moisturize lip energize thanks carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive used product since teen love keep lip moist protected harsh weather condition small metal carry pocket worry damage leakage
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,one favorite feel best lip downside hate nothing wipe finger lol lip always look feel better couple day
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex many year lip balm jar fit army uniform pocket doesnt feel like even carmex saved lip night stay field
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex long time especially get sick stuff keep nose skin cracking blow every second
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,generation family carmex user go show find awesome product need stay keep carmex coming big family
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product must work outdoors cant tell many time fellow flagger friend forgot there pinch asked use mine thank carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love classic carmex truly amazing importantly work smell delicious love smooth lip feel using imam make life bit easier
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive putting lip every night decade best productsimple straightforward exactly supposed like jar best
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex year keep pot purse work almost every room house wonderfully soothingrefreshing hydrating love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy time purse car backpack pocket car list go make sure carmax handy lip stay moist shiny
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using product yr anytime lip feel dry chapped help everytime small jar handy one next bed car
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex product best tried true little round container best protect lip weather outside lot great
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,sent carmex lip balm jar son stationed afghanistan buddy loved well protected healed lip thanks carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,winter drychapped lip must balm harsh chicago winter one product know comfort lip keep soft
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,live tent oregon coast lip exposed element day day ive used many type lip balm nothing soothes skin like carmen
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,purchased product chapped lip work within hour using product noticed lip felt better improved appearance product work
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used product everyday year love much keep container several room throughout house keep lip feeling moisturizer healthy
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always carmex use brand lip really chapped nose blowing much carmex best product use love love love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,need ever day life lip crusty
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,son every room house car would never go anywhere without husband think little bit strange thats ok u
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,constantly making sure little jar available purse also pick extra case somebody need greatest balm lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use product every single night go bed next morning lip feel soft amazing would recommend product everyone know
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,used far back remember love carmax however recent lip become sensitive carmax could would continue use
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used cold sore always kept control know cold sore cream good say cant wait next cold sore see
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex original little round jar fit purse color help find purse carmex moisturizes lip without making gloopy last iike
