name,cleaned_text,reviews.rating,sentiment
"Carmex Lip Balm Original Jar - 12 PK, 12.",everyone house us product go lot especially winter great helping cracked lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",original still around best use keep lip soft protect wrinkling like lip night cream,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",dont buy much product use finger always clean,3.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",always use carmex specially cold weather season great lip like keep lip moist healthy,4.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",product container carmex purchase type lip problem product work like magic,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",couldnt live without product keep mouth lip cracking corner use two three time day,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",always go lip balm whole family especially cold winter month long lasting,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmex jar year swear dry chapped lip instantly moist le flaky use carmex,4.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",one lip balm jar night standand put lip every nightits lip balm buy love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought week agoi couldnt believe much better lip improved night always carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmax year compact easy carry around live northwest work wonder chapped lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",use carmex split lip cold dry air love stuff heals soon use,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used use younger daysbut lost alot cause lump im pocket go forgot tube rule,4.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",faithful carmex user year first sign dry cracked lip application carmex clear overnight,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using product year always go gloss keep lip moisturized soft ill use forever,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love carmex soothes heals chapped lip protects lip riding motorcycle great product great packaging,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive always fan carmen however horrible moment accidentally lick lip something also always dreaded,4.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex year cant go day without normally buy box never run love,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",wear matter season great specially im sick breather mouth stay night,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought little kid everytime use take back old day always perfect,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",grew using never get old love multiuse cold sore chapped lip make lip feel soft smooth,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used product since daughter allergic sunscreen whole family hooked still use,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought year ago love mosturizes lip well even took labor delivery room help dry lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought carmex week ago stay pocket hand time used carmex year continue,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used original carmex since let say im grandma still little jar carmex pocket right,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using product tube year love compliment get lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive used carmex lipbalm since elementary school product work,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",tried carmex first time love really help protect lip make feel good wait long try,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmex since kid work perfect remedy preventing treating dry lip carmex must,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",buy carmex lip balm time leaf lip soft smooth never let take everywhere especially beach,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",using product year apply nightly never problem dry chapped lip product use,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",every member family jar band geek lip smacking moma dashing dad kicking kristy happy smile time,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",original carmex unsurpassed healing dry chapped lip even fix lip damaged dried bee wax product competitor,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",use carmex everything protecting lip healing lip sealing small blemish applying coverup cant beat,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",like way carmex silky smooth sort menthol fragrance heal protect st choice chap stick,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought couple month ago let tell youit work wonder absolutely love product lip love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",last fall wind chapped dry lip bought carmex original problem gone bad taste work invisibly,4.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love product winter weather dry lip dont stand chance carmex keep lip soft moisturized year round,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love little tin make putting carmex easy drop pocket go help keep lip comfortable coated,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using original carmex jar forever keep lip soft moist ive never cold sore thanks continuous use,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",always hand best carmex original lip balm jar great dry lip also great cooler winter month,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmex year like product time favorite use every night keep lip moist overnight,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",year suffered flaky lip drove mad nothing worked worked worked every day since lip sanity saved,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex original jar year couldnt get winter without instantly soothes heals dry lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",always purchase carmex original lip balm jar convenient carry use balm work wonder lip star,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using product year love still remains true originalnever changing always dependable,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",product use everyday part daily routine always really bad chapped lip carmex lipsaver,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought jar couple month ago use lip balm every day glide smooth make lip feel great love carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",purchased product year ago suffered sold sore used ever since work great symptom cause,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using carmex yr still always keep jar purse tried true lip ointment keep lip super soft,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",buying product year help alot wehn dry chapped lip never stop buying one time,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",wear lipstick time end dry lip carmex jar work well lipstick make lip comfortable,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",keep car bed every bathroom purse kitchen sink staple home even bread milk,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought product year ago used lot year carmex go always stand carmex percentit work great,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",stuff best winter dry chapped lip also good sunburned lip summer scrape bottom jar every time,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",lip always feel dry cracked summer winter carmex original lip palm make feel moisturize use love carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",go winter great coverage chapped lip there something little container unscrewing lid get,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using stuff since teenager thing kick cold sore butt timely manner plus give much relief period,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive used carmex since came moisturize heals well winter month little pot everywhere,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",grew product original carmex never anything market life standard wont use anything else,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used several year keep lip soft plus love fragrance handy small jar plus keep end table easy access,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive used alot carmex brand one far bestit favorite kid favorite im,4.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",switch product year ago change work better product market pleased found,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love product help clap lip clear cold sore quicker anything else love tingle first applied,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",easy container lip balm easily find purse know wont make mess carmex lip balm work fantastically keep lip smooth,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love well product work using one day wake next morning chapped lip love product work well,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",st time used carmax fell love restored beauty lip longer use lip gloss never leave home without,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",boyfriend buy time lip get chapped winter carmex thing work help heal chapped lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmax jar since lip product came gone carmax lip product work chapped lip,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",best product keeping lip moisturized im happy carmex particular product better carmex format,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",fall chapped lip carmex really stop make fall much better season enjoy without worrying chapped lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought recently temporary job although feel like bit messy wipe finger afterward temp lip fix,3.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",title say simply best heal cracked lip get winter well moisturize never use anything else,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",purchased beginning summer used summer long help sooth lip heals sun best product ever used,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used product long remember always goto carry one purse one car always around house,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",used make chapped lip softer used lipstick many us keep around regular necessity house,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",buy carmex every chance caneven dont need keep lip smooth peel freein az alaska wow call nature cure,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using lip balm many year absolutely love help keep lip soft healthy best stuff,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bruh put itlll last two hour guaranteed amazing,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using miracle jar many year best thing rich formula nourishing propriety work season,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love finally something put tiny th jean pocket used think useless lip look great,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",absolutely love carmex jar must time like visa card dont leave home without,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used clear split lip dry weather idaho carmex easy carry whereever go love product,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",always little jar carmex ever go classic staple keep dry chapped lip moisturized soft,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",buy item every year winter month start classic reminds childhood keep great work carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love carmen lip balm jar love way lip feel every time use buy carmex least every month use daily,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",although like jar lot hard get lip without greasing finger also seems like could manifest germ,3.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",best thing awful lip need moisturemy little jar doesnt take much roomcarry pursestick pocket handy,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",carmex standard others attempt achieve better product lip cuticle thankful new large container,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",classic carmex jar classic work best cold weather chapped lip dont share friend,4.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using carmex since remember great product great chapped lip even better make lip glossy love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex several year brand use suffered chapped lip brand seems help alot,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",carmex original jar kind lip healerprotection ever purchased work better ever tried,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",really sensituve lip thus product fantastic reaction last long time needing reapply,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",use buy time amazing friend asked ill take hand problem trouble,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using year always helpful lip healthy sore lip carmex answer heal,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",original carmex best companion yr tried others carmex effective longer lasting always come back carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",work every time dry cracked lip several keep around house case need gave one hubby cause work outside year round,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",lip balm jar car night stand purse use daily basis would certainly hate run wonderful stuff smell god,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love carmax always help lip dry feel like im irritate constantly licking awesome winter well,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love product leave lip soft moisturize day long used amazing product year still amazing love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex since around year age use every night bed time especaiily like soft lip morning ask husband,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",product know stop burning sooth greasy stay long period time highly recommend product,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",last long time like little jar tried tube always come back jar dont get wrong product great job,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",couldnt without product use every single day keep chapped lip bay happen get chapped lip upping mu carmex usage trick,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love product using year prefer chap stick kind soothing chap stick kind doesnt remove top lip layer great product,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using since used real glass jar love carmex best product lip even minor cut burn wouldnt leave house,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using product long remembermy mom used buy buy kid best thing chapped winter lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex year thing used winter keep lip drying also inexpensive product work wonderfully,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",always used product many year parent always used well love everything every product love cherry,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought last winter chapped lip one application bedtime healing incredible use bedtime prevent chapped lip yearround,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex year used nothing carmex store go ride another find best lip balm ever,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex year year year moistens lip well keep cold sore away used sore heal quickly,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",best lip product ive ever used ive trumpet player year thing consistently keep lip great playing condition,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought carmex original two week ago work great helped heal chapped lip matter hour love would recommend anyone,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex long without lip dont get dry reapply carmex day long safely say im addicted awesome,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmex year thing help chapped lip fever blister ive tried product always come back best,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",regular consumer outdoors wind sun take toll myt lip ask girl firm believer thats enough,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",carmex jar handy convenient carry around ointment protects lip chapped lip thereby giving lip serious protection,4.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought last resort lip cracking terribly transition colder weather product worked lasted,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought son christmas stocking past year become first choice go lip protection healing chapped lip,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought six month ago original carmex lip balm last forever great never problem cracked chapped lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought lip balm month ago happy started using turned white lip smell outrageously wonderful,4.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought last month moment used felt soothing relief love product healed lip le day excellent lip balm,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",cant live product jar every room house dont get find one dry chapped lip best,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmex lip balm jar many year mom deceased one originally told used many year,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",went specialty makeup party lady said carmex best lip product market already used totally agree,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using year started hugh school thing signature smell always take back good memory,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",buy product time love iti diabetic lip stayed dry started using product stay moist time,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",new one go quick love easy get espcislly youre last bit,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",lip balm smooth doesnt weird taste moisturizes well dont use lip sore wonderful clear lip gloss,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using little pot amazing lip care since teenager use winter summer especially keep lip soft protected,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex year favorite product lip care tried numerous lip care product keep going back carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",small child mom used brand jar reminds childhood whenever use product love carmex brand lip balm,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",great lip nothing else seems work put night next morning lip long dry,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex original many many year outstanding result never purchase anything carex wouldnt way,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love lip protected winter dont crack get chapped product keep rest face protected,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",buy carmex every time run use winter heal chapped lip quickly soft using thank carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",use home convenient truly work great keep lip soft lovely get ready wind cold use regularly,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",carmex wonder balm heal chapped lip quickly expensive job meant cant always say product,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",used anything carmex since first started using soothing stay longer product waxy great product,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love size fit pocket love carmex lip healing carmex jar empty clean use tiny item purse,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using lip fifteen year ive never cold sore since using lip soft well work,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",whenever temp drop autumn winter always stock stuff keep around keep lip soft free cold weather damage,4.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",always woke dry lip primarliy due medicine take since use carmex bedtime early morning longer problem,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive buying since kid worked still smell great keep lip soft wear without lipstick,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",son always struggled dry winter month since tried carmex lip balm jar problem dry cracked lip,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",husband using product year work outside element blistering heat freezing cold swears product,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive tried lip product carmex without doubt vote easy open jar perfect go carmex never far reach,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",really like lip balm bad habit always lick lip always put thick layer lip head bed keep moist,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",grown using product household must always hand wether nightstand bathroom cabinet love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",keep purse time use year round believe help keep lip moist area directly around lip getting wrinkle,4.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmen least year best healing chapped lip also good keep lip soft supple even chapped,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using jar carmex year tried expensive brand everything inbetween nothing compare always jar hand,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using original jar year love purchased brand past nothing compare product work great,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex little jar ever since came real glass jar go dry cracked lip fix day buy new jar transfer product old trusty glass jar,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmex almost life always loved product best moisturizing healing chapped andor cracked lip actually say,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using stuff year honestly nothing work better lip get dry come close bleeding carmex moisturizes keep super soft even harsh winter,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",carmex protects lip keep smooth heals spring summer fall winter protects lip wind burn summer heals capped lip winter always keep carmex hand,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",balm bomb im med leave lip chapped alot use nite prevent cracking heal overnite also,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",buying carmex jar year lol yes old tried new fad came went always go back carmex brand know trust rely,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",work lot element time jar next bed time love way protects moisturizes lip dont know,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex yr original jar still choice easy use right amount total lip protection best product market overall lip health,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",back carmex jar used love easy open top nice small purse pocket father use jar day love love love price right,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using since year old almost still using love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using carmex year thing work keep lip soft get chapped first product reach know work work fast,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",handy carry time product remains clean easy use balm always worked wonder clean taste long lasting make easy kiss honey road,4.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",work best lip product love ride harley always use help protect lip wind love size cause fit easily small pocketbook,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",mother always carried purse using carmex since remember sence home family created see smell use carmex original lip balm jar great product,4.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex since kid love work great im almost havent found anything like work better carmex completely satisfied product,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",seriously lip balm used since kid always least one purse especially winter lip dont crack feel nice smooth,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",work fast pace environment run around greeting guest help feel welcome pause short ahah moment pull carmex moisturize lip energize thanks carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive used product since teen love keep lip moist protected harsh weather condition small metal carry pocket worry damage leakage,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",one favorite feel best lip downside hate nothing wipe finger lol lip always look feel better couple day,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmex many year lip balm jar fit army uniform pocket doesnt feel like even carmex saved lip night stay field,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex long time especially get sick stuff keep nose skin cracking blow every second,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",generation family carmex user go show find awesome product need stay keep carmex coming big family,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",product must work outdoors cant tell many time fellow flagger friend forgot there pinch asked use mine thank carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love classic carmex truly amazing importantly work smell delicious love smooth lip feel using imam make life bit easier,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive putting lip every night decade best productsimple straightforward exactly supposed like jar best,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex year keep pot purse work almost every room house wonderfully soothingrefreshing hydrating love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",buy time purse car backpack pocket car list go make sure carmax handy lip stay moist shiny,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using product yr anytime lip feel dry chapped help everytime small jar handy one next bed car,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love carmex product best tried true little round container best protect lip weather outside lot great,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",sent carmex lip balm jar son stationed afghanistan buddy loved well protected healed lip thanks carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",winter drychapped lip must balm harsh chicago winter one product know comfort lip keep soft,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",live tent oregon coast lip exposed element day day ive used many type lip balm nothing soothes skin like carmen,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",purchased product chapped lip work within hour using product noticed lip felt better improved appearance product work,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used product everyday year love much keep container several room throughout house keep lip feeling moisturizer healthy,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",always carmex use brand lip really chapped nose blowing much carmex best product use love love love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",need ever day life lip crusty,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",son every room house car would never go anywhere without husband think little bit strange thats ok u,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",constantly making sure little jar available purse also pick extra case somebody need greatest balm lip,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",use product every single night go bed next morning lip feel soft amazing would recommend product everyone know,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used far back remember love carmax however recent lip become sensitive carmax could would continue use,3.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used cold sore always kept control know cold sore cream good say cant wait next cold sore see,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",use carmex original little round jar fit purse color help find purse carmex moisturizes lip without making gloopy last iike,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",drycracked lip problem meas live sonoran desert arizonai tried carmex lip balm last year lip always moisturized healthy looking thank,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex since year old best lip balm work super winter hit get cold wind burnt chapped lip carmex heals right,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmex year year important carry purse needed take lot space either disppointed choice,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",little pot healing love carmax year round lip protector healer love way work quickly bring back soft lip smell tingle taste loove,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",carmex preferred lip care product irritated dry lip love warms immediately give relief need chose original container use carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",suffered chapped lip life finally found product work apply last several hour even smoking drinking love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love carmex little jar leaf lip smooth soft jar fit right pocket fast lip action went skying great kept lip refreshed day,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",love carmex lip balm lip need awesome product chapped lip heaven really last one item cant leave house,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used carmex year prone cold sore long use carmex dont problem carmex thing work reliably keep lip moisturized,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using carmex since early seventy hand best lip care product stood test time bravo nicely done carmex people,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",keep bulk house lip heaven texas weather use keep kid well help keep lip moist healthy best lip balm ever,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used product year raised child product work quickly healing cold soar chapped lip even recommended use grandchild,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",carmex go smooth stay put carmex lip stay soft dont get crack lead chapped lip cold sore love little white pot yellow lid,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",used product since child cold winter month lip chapped feel like burning product soothing,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",ive using product year really cant say enough without doubt best lip balm ever tried five star guy thank anne hamilton,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",tried product nothing even come close carmex also used carmex stick tube nothing better old school jar love carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",favorite carmex product keep one purse another dresser work wonderfully dry chapped lip freshen lipstick small cold sore,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",started applying four time day honestly great even wear away leaf lip really smooth awesome,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",wow using product long remember blessing chapped lip make feel like arent real smooth,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",using product friend told try using carmex decided give try product buy work better product used past,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",carry carmex jar time well always desk work dont know jar love much one kind buy carmex love,5.0,-1
"Carmex Lip Balm Original Jar - 12 PK, 12.",bought carmex jar cold lip nose chapped well help cold found texture nice lip continued use love,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",going soon remember night put carmex lip crawling bed keep throughout house always one purse travel bag love carmex,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",use product religiously hard time getting lip stay moist carmex great solution perfect chapped lip even cold sore,5.0,1
"Carmex Lip Balm Original Jar - 12 PK, 12.",stocked brand bottle since year ago ton still left use one car purse bedroom go lip product cant leave house without ever,5.0,0
"Carmex Lip Balm Original Jar - 12 PK, 12.",teenage boy dry lip tend crack thought girlie use tube stick gave jar love cracked lip manhood tact,5.0,1
